Unnamed: 0,Title,Verification_Status
7868.0, รัฐฯ โอนเงินเยียวยาเข้าบัตรประชาชน คนละ 500 บาท,ข่าวปลอม
7763.0, แอปพลิเคชัน PEA Smart Plus ดาวน์โหลดง่าย ๆ ผ่านลิงก์,ข่าวปลอม
7328.0," ธ.ออมสิน ธ.กรุงไทยร่วมกับบริษัทเอกชน เปิดให้กู้ยืม 5,000 – 300,000 บาท ผ่านไลน์",ข่าวปลอม
189.0, สำนักงานกิจการยุติธรรมเปิดลงทะเบียนผ่านเพจเฟซบุ๊ก เพื่อรับการชดใช้คืนทรัพย์สินแก่ผู้เสียหายจากแก๊งคอลเซนเตอร์,ข่าวปลอม
1988.0, ฟันผุติดต่อกันได้ผ่านการหอมหรือจูบ,ข่าวปลอม
3591.0," ผู้ที่มีอายุมากกว่า 19 ปี ลงทะเบียนรับเงินช่วยเหลือการว่างงานจากรัฐบาล จำนวน 10,000 บาท",ข่าวปลอม
3121.0, ธนบัตรรูปแบบใหม่เป็นแบงก์ปลอม ใช้ชำระหนี้ตามกฎหมายไม่ได้,ข่าวปลอม
3904.0, ผู้ถือใบขับขี่ตลอดชีพ ถูกกรมขนส่งยึดใบขับขี่และเรียกสอบใหม่,ข่าวปลอม
2460.0, มะนาวน้ำผึ้งผสมขิงและว่านหางจระเข้ ดื่มเพื่อลดน้ำหนักได้,ข่าวปลอม
1516.0, ออมสินเปิดลงทะเบียนสินเชื่อ กู้ได้ทุกอาชีพ ไม่ต้องมีคนค้ำ ผ่านเพจ ออมทรัพเพื่อประชาชน,ข่าวปลอม
6831.0, อุปกรณ์ Power Factor Saver ช่วยประหยัดค่าไฟฟ้าสูงสุด 50% โดยไม่ผิดกฎหมาย,ข่าวปลอม
2975.0, กรมอุตุนิยมวิทยาเตือน ภาคใต้ยังเจอพายุฝนอีกระลอก,ข่าวปลอม
6948.0, อากาศที่เย็นลงในไทยช่วง เม.ย. 65 นี้ เป็นปรากฏการณ์ Polar Vortex,ข่าวปลอม
3176.0, รักษามะเร็งระยะสุดท้ายด้วยการดื่มน้ำปั่นผักจิงจูฉ่าย,ข่าวปลอม
6296.0, ประเทศไทยมีผู้ติดเชื้อโควิด-19 เป็นอันดับ 1 ของโลก และมีผู้เสียชีวิตเป็นอันดับ 2 ของโลก,ข่าวปลอม
8354.0," บริษัท ซีพี ออลล์ จำกัด (มหาชน) เสนอขายหุ้นดิจิทัล เริ่มต้นลงทุน 1,000 บาท ปันผล 30% ต่อสัปดาห์",ข่าวปลอม
7262.0, เพจเฟซบุ๊กทางการของกรมการขนส่งทางบก,ข่าวปลอม
7751.0, เปิดพัดลมจ่อเด็ก เสี่ยงเป็นปอดอักเสบ,ข่าวปลอม
1604.0, ผลิตภัณฑ์ Multivitamin Plus ช่วยให้หิว กินเก่ง ดูดซึมดี เติมเต็มรูปร่าง ให้มีน้ำมีนวล,ข่าวปลอม
9078.0, กรมพัฒนาฝีมือแรงงานรับสมัครงานพับถุงกาแฟ ลงทะเบียนฟรีไม่มีค่าใช้จ่าย ผ่านเพจ Department of Employment,ข่าวปลอม
4448.0, ผลิตภัณฑ์ W VIT-C ช่วยเสริมภูมิคุ้มกัน ต้านโควิด-19,ข่าวปลอม
732.0, ออมสินปล่อยเงินกู้ฉุกเฉินดอกเบี้ยต่ำ ยื่นแค่บัตรประชาชนผ่านทางเพจ Earl Rodriguez,ข่าวปลอม
2344.0, ฉีดวัคซีนโควิด ทำให้เลือดข้นหนืดจนเสียชีวิต ด้วยอาการหัวใจขาดเลือดเฉียบพลัน,ข่าวปลอม
8701.0, เส้นเลือดขอดเป็นสัญญาณเสี่ยงโรคหัวใจและเส้นเลือดตีบตัน,ข่าวปลอม
5089.0, ใบข่อยดำรักษาโรคมะเร็ง,ข่าวปลอม
964.0, ตลาดหลักทรัพย์ฯ เปิดกิจกรรมเรียนรู้หุ้นฟรี เข้าร่วมกลุ่ม Line ไม่มีค่าธรรมเนียม โควตาจำกัดครั้งละ 300 คน,ข่าวปลอม
825.0, กรมบัญชีกลางแจ้งระบบ CGD มีการอัปเดตใหม่ ข้าราชการต้องอัปเดตให้เป็นข้อมูลล่าสุดผ่านลิงก์,ข่าวปลอม
6785.0, ฉีดวัคซีนโควิด 19 ทำให้ผู้หญิงมดลูกมีปัญหา มีลูกยาก ส่วนผู้ชายทำให้เป็นหมัน,ข่าวปลอม
1819.0, น้ำยาบ้วนปากกานพลูสกัด ขจัดกลิ่นปาก ปวดฟัน อาการเสียวฟันได้,ข่าวปลอม
4704.0, รัฐบาล จัดเก็บอัตราภาษีมูลค่าเพิ่ม เป็น 10 %,ข่าวปลอม
251.0, เพจเฟซบุ๊กกรมการปกครอง เปิดรับแจ้งความออนไลน์,ข่าวปลอม
2630.0, เพจ My mo ให้ลงทะเบียนผ่านไลน์เพื่อกู้เงิน ผ่อนจ่ายรายเดือนได้,ข่าวปลอม
6676.0, พนักงานติดโควิด-19 แล้วต้องกักตัว 14 วัน บริษัทมีสิทธิ์ไม่จ่ายเงินเดือน,ข่าวปลอม
4226.0, ธ.ออมสิน ให้กู้ซื้อบ้าน 1 ล้านบาท ผ่อนคืนเดือนละ 10 บาท,ข่าวปลอม
3387.0, สารซักฟอกในสบู่เหลว ถ้าใช้ร่วมกับสารประกอบตระกูลเอมีน จะกลายเป็นสารก่อมะเร็ง,ข่าวปลอม
1032.0," ปตท. เปิดให้ลงทุน ปันผลกำไรสูง เริ่มต้นเพียง 1,000 บาท",ข่าวปลอม
1806.0," ก.ล.ต. เปิดโอกาสให้ลงทุนหุ้น 999-3,999 บาท รับปันผล 289-889 บาทต่อวัน",ข่าวปลอม
8394.0, กรุงไทยใช้ชื่อบัญชีไลน์ KTB 5 PLUS,ข่าวปลอม
3687.0, น้ำทับทิม รักษาอาการต้อเนื้อ ต้อลม ต้อกระจก,ข่าวปลอม
4330.0, ประกันสังคมเปิดเพจเฟซบุ๊ก Www Sso go th เพื่อให้ตรวจสอบสถานะสิทธิ์โครงการเยียวยาผู้ประกันตนมาตรา 40,ข่าวปลอม
2731.0, ผลิตภัณฑ์สมุนไพร G-Herb ป้องกันมะเร็งผิวหนัง กระตุ้นภูมิคุ้มกันให้แข็งแรง บำรุงร่างกาย ผื่นคัน เป็นหนอง,ข่าวปลอม
852.0," กรมการจัดหางานร่วมกับกรมพัฒนาธุรกิจการค้า รับสมัครพนักงาน Part Time รายได้ 300-2,000 บาทต่อวัน",ข่าวปลอม
8625.0, หากมองไม่เห็นตัวเลขในภาพ จะมีปัญหาสุขภาพ,ข่าวปลอม
2936.0, วิธีเปลี่ยนผิวเหลือง เป็นผิวขาวอมชมพู,ข่าวปลอม
9114.0, ธ.กลาง ให้ ธ.กรุงไทยดูแลลูกค้า โดยการปิดบัตร ปิดหนี้นอกระบบ กู้ได้ไม่จำกัดอาชีพ ให้ผ่านทุกกรณี,ข่าวปลอม
6913.0, การทำ Ice Bathing สามารถรักษาโรคมะเร็งระยะสุดท้ายให้ดีขึ้นได้,ข่าวปลอม
5533.0,พบผู้ป่วยชาวจีนติดเชื้อไวรัสโคโรนา รักษาตัวที่ รพ. ราชธานี จ.พระนครศรีอยุธยา ข่าวปลอมสร้างความปั่นป่วน​ หยุดแชร์!,ข่าวปลอม
1185.0, การส่งข้อมูลเบิกจ่ายของหน่วยบริการทางการแพทย์ผ่านระบบ FDH ถ้าไม่ดำเนินการส่งตรง สปสช. อาจสุ่มเสี่ยงทำผิดกฎหมาย PDPA,ข่าวปลอม
7929.0," AOT เปิดจองหุ้นและกองทุน หน่วยละ 70.50 บาท เริ่มต้นที่ 50-5,000 หน่วย",ข่าวปลอม
1605.0, กลุ่มเปราะบางเตรียมรับเงินโอนเข้าบัญชี,ข่าวปลอม
3219.0, กรุงไทยส่ง SMS ให้ประชาชนรับสิทธิ์ยื่นกู้เงินผ่านลิงก์,ข่าวปลอม
1929.0, กรมบัญชีกลางเปิดเว็บ https://dps.pr-th.cc/ ให้โหลดแอปพลิเคชัน,ข่าวปลอม
2591.0, 9 สัญญาณ เตือนโรคไทรอยด์เป็นพิษ,ข่าวปลอม
2140.0, คนชรากินปาท่องโก๋ที่ใส่แอมโมเนียมไบคาร์บอเนต ทำให้ไตทำงานหนัก,ข่าวปลอม
5983.0, รักษาโควิด-19 ด้วยตนเองง่ายๆ แค่รับประทานยาแอสไพริน,ข่าวปลอม
2720.0, ออมสินเปิดลงทะเบียนสินเชื่อประชาชน ผ่านเพจ BKBTH,ข่าวปลอม
8757.0, เสมหะตกค้างในเลือด ปวดหัวเรื้อรัง​ ​​ปล่อยทิ้งไว้นาน​จะสะสมเป็นลิ่มเลือดในสมอง​ เสี่ยงอัมพฤกษ์อัมพาต,ข่าวปลอม
7546.0, กระทรวงการคลังเตรียมเก็บเงินสมทบประกันสังคมเพิ่มจากเดิม 6% เป็น 15.66%,ข่าวปลอม
7522.0, ดื่มน้ำสกัดจากใบบัวบก ผักชีลาว ขึ้นฉ่ายและมะระขี้นก ช่วยรักษามะเร็งก้านสมอง,ข่าวปลอม
1937.0, ก.ล.ต. ร่วมกับ รพ. เอกชนชั้นนำเปิดให้ลงทุน ผลตอบแทนมากกว่า 30%,ข่าวปลอม
192.0, คณะกรรมการ ป.ป.ง. เร่งออกกฎหมายใหม่ คืนเงินจากแก๊งคอลเซนเตอร์ ติดต่อขอเงินคืนผ่านเฟซบุ๊ก,ข่าวปลอม
1995.0, เตรียมเจอพายุลูกใหม่ “ทกซูรี” ฝนตกหนัก 63 จังหวัด 29 ก.ค. – 1 ส.ค. 66,ข่าวปลอม
8230.0, พุงไม่ยุบ สิวเรื้อรัง มีตกขาว เป็นอาการของเสมหะเฟ้อ,ข่าวปลอม
6978.0," กรุงไทยปล่อยให้กู้ออนไลน์ จำนวน 50,000 บาท ผ่อนเดือนละ 933 บาท กู้ได้ทุกอาชีพ",ข่าวปลอม
4299.0," ผู้ที่มีชื่อเป็นเจ้าบ้าน ได้รับเงินเยียวยา 15,000 บาท",ข่าวปลอม
5557.0, สสจ. กระบี่ ยอมรับ นทท.จีนป่วยอื้อ อยู่ในข่ายเฝ้าระวังกว่า 100 ราย,ข่าวปลอม
1491.0, รัฐบาลเตรียมประกาศงดเทศกาลปีใหม่ เนื่องจากการแพร่ระบาดของโควิดเดลตาครอล XBC,ข่าวปลอม
595.0, รับสมัครงาน วีซ่าเอ็นจีเนียร์ งานการจัดการงานก่อสร้างดิน งานถมที่ ถูกกฎหมาย,ข่าวปลอม
8081.0, กรมการจัดหางานรับสมัครงานผ่านเพจงานยอดฮิต 2023,ข่าวปลอม
3181.0, ออมสินส่ง SMS ให้ประชาชนเพื่อรับสิทธิ์ยื่นกู้,ข่าวปลอม
3696.0, น้ำยาบ้วนปากผสมน้ำส้มสายชู ทำให้ตัวขาวขึ้น,ข่าวปลอม
2649.0, ทานไมโครโดส 1 แคปซูล ช่วยลดอาการซึมเศร้า – แพนิก ปรับอารมณ์และความรู้สึก เพิ่มความคิดสร้างสรรค์ ลดความเจ็บปวดทางกายและใจ เพิ่มสมาธิ และช่วยให้เลิกสารเสพติดง่ายขึ้น,ข่าวปลอม
7948.0," ตลาดหลักทรัพย์ฯ ร่วมกับบริษัท พีทีจี เอ็นเนอยี จำกัด (มหาชน) ให้ลงทุนหุ้น 1,380 บาท",ข่าวปลอม
7581.0, เจ้าหน้าที่ ธ.กรุงไทยโทรแจ้งประชาชนให้ชำระหนี้บัตรเครดิต,ข่าวปลอม
5914.0, ปรากฎการณ์ลานีญา อากาศจะหนาวกว่าค่าปกติในช่วง ธ.ค. 63-ม.ค. 64,ข่าวปลอม
5078.0, ผลิตภัณฑ์ KCM WATER EYES ใช้หยอดตา รักษาโรคเกี่ยวกับดวงตา,ข่าวปลอม
4230.0, จันทบุรีท้องเสียพร้อมกันทั้งจังหวัด ผลจากวัคซีนป้องกันโควิด-19,ข่าวปลอม
1190.0, สคร. ชวนประชาชนร่วมลงทุนโครงการพัฒนาโครงสร้างพื้นฐาน ผ่านเว็บไซต์ https://h5.sepo22.com,ข่าวปลอม
1250.0, PTT มอบสิทธิ์ลุ้นรับของขวัญ ให้คลิกปุ่ม รับของขวัญ เพื่อดำเนินการต่อ,ข่าวปลอม
505.0, กรมการจัดหางานเปิดเพจเฟซบุ๊กเพิ่ม,ข่าวปลอม
6384.0, ผลิตภัณฑ์ Aurora ช่วยปรับสมดุลฮอร์โมนเพศหญิง บรรเทาอาการปวดประจำเดือน และรักษาอาการประจำเดือนมาไม่ปกติ,ข่าวปลอม
8492.0," กรุงไทยปล่อยสินเชื่อบุคคล วงเงิน 50,000-1,000,000 บาท ผ่านเพจสินเชื่อส่วนบุคคล",ข่าวปลอม
544.0, ลงทุนหุ้นผ่านเว็บ https://aa.satti-pu.xyz/#/login ของตลาดหลักทรัพย์ฯ,ข่าวปลอม
4741.0, เงินสินสอดจากงานแต่ง ต้องเสียภาษีในอัตราร้อยละ 5 ของมูลค่าทรัพย์สิน,ข่าวปลอม
3448.0," ออมสินและกรุงไทยร่วมมือกับบริษัทเอกชน ปล่อยกู้ขั้นต่ำ 5,000 – 300,000 บาท ดอกเบี้ยร้อยละ 2 บาท ผ่านไลน์",ข่าวปลอม
7298.0, ผลิตภัณฑ์ Kinny​DT Detox รักษาสารพัดโรค โรคมะเร็ง โรคตับ โรคภูมิแพ้ และกำจัดสารพิษออกจากร่างกาย,ข่าวปลอม
7165.0, ผมร่วงและปวดหลังเป็นอาการของโรคออฟฟิศซินโดรม,ข่าวปลอม
7891.0, เลือดของผู้ที่ฉีดวัคซีนโควิดมีสีดำคล้ำ ไม่สามารถนำไปใช้รักษาผู้ป่วยได้,ข่าวปลอม
8321.0, กินถั่วลิสงวันละ 1 กำมือ ช่วยรักษาอาการวัยทอง อารมณ์แปรปรวน,ข่าวปลอม
7414.0, สำนักงานประกันสังคม และกรมสวัสดิการและคุ้มครองแรงงาน เปิดโครงการสร้างงานสร้างอาชีพ สนับสนุนให้คนว่างงานได้มีงานทำ,ข่าวปลอม
5041.0, กินบะหมี่กึ่งสำเร็จรูปดิบดูดน้ำย่อยในลำไส้,ข่าวปลอม
6444.0, สเปรย์กระชายขาว ‘OK FRESH MOUTH SPRAY’ ยับยั้งเชื้อก่อนลงปอด,ข่าวปลอม
7862.0, ผลิตภัณฑ์ My ORGANIC HAIR TONIC รักษาผมหงอกได้ แค่วันละ 1 นาที,ข่าวปลอม
8060.0, ออมสินปล่อยสินเชื่อแก้หนี้เพิ่มทุนผ่านเพจรายได้สร้างอาชีพ,ข่าวปลอม
132.0, Amigo X ผลิตภัณฑ์บำรุงท่านชาย อ่อนเพลีย มีบุตรยาก น้องชายไม่สู้ อสุจิน้อยช่วยฟื้นฟูสมรรถภาพทางเพศ,ข่าวปลอม
5014.0, ขนมที่กระทรวงสาธารณสุขห้ามจำหน่าย,ข่าวปลอม
1172.0, 3 วิธีรักษาโรคมะเร็งด้วยตนเอง,ข่าวปลอม
739.0, ปตท. เปิดจองหุ้น OR ที่ 18.20 เริ่มต้น 70 หุ้น,ข่าวปลอม
1600.0, ตลาดหลักทรัพย์ฯ ชวนลงทุนหุ้น ผ่านเพจ The Set Index Thailand -2D,ข่าวปลอม
3840.0,  ดื่มกาแฟผสมน้ำมะนาว หรือน้ำมันมะพร้าว ช่วยแก้ปวดหัวไมเกรน,ข่าวปลอม
2395.0, ผลิตภัณฑ์เครื่องดื่มผักเชียงดา ตรา มณีชา ตัวช่วยน้ำตาลสูง ช่วยลดระดับน้ำตาล ปรับสมดุลความดันให้เป็นปกติได้ และลดไขมันสะสมได้,ข่าวปลอม
5242.0," แชร์ว่อน! แจ้งผลการลงทะเบียนเยียวยา 5,000 บาท แบบเสร็จสมบูรณ์ทางอีเมล",ข่าวปลอม
1209.0," ออมสินปล่อยเงินกู้ฉุกเฉิน กู้เพื่อทำธุรกิจ ต้องการเงินลงทุน วงเงินขั้นต่ำ 10,000 บาท อนุมัติสูงสุด 1,000,000 บาท ผ่านเพจ BK CPT 186",ข่าวปลอม
7435.0," ลงทะเบียนรับค่าตอบแทนจากรัฐบาล จำนวน 50,000 บาท เพื่อช่วยเหลือการว่างงานสำหรับทุกครอบครัว",ข่าวปลอม
4542.0, ชุดตรวจโควิด-19 SGTi-flex COVID-19 Ag ได้รับอนุญาตจาก อย. ไทยแล้ว,ข่าวปลอม
6289.0, ใส่หน้ากากอนามัย ที่ไม่ระบุ VFE ทำให้ป้องกันไวรัสไม่ได้,ข่าวปลอม
6106.0, สมุนไพรพะยูง มีสรรพคุณเป็นยาแก้มะเร็ง,ข่าวปลอม
2670.0, อดีตคณบดีคณะแพทยศาสตร์ศิริราชพยาบาล โฆษณาผลิตนมธัญพืช,ข่าวปลอม
8520.0, ขอรับเอกสาร บำเหน็จบำนาญและสวัสดิการรักษาพยาบาลสามารถยื่นเรื่องได้ที่เว็บไซต์ https://dps.trth.cc,ข่าวปลอม
8771.0," ผู้สูงอายุ 60 ปีขึ้นไปที่เสียชีวิต ทายาทจะได้รับเงิน 30,000 บาท จาก พม.",ข่าวปลอม
8818.0, พบการผลิตไข่ปลอม ออกขายและระบาดในประเทศไทย,ข่าวปลอม
2319.0, ออมสินปล่อยกู้ เงินฉุกเฉิน ผ่านเพจ สินเชื่อ ออมสิน,ข่าวปลอม
1827.0, บริษัทมีสิทธิพิจารณาไม่รับผู้ป่วยโรคซึมเศร้าเข้าทำงาน หรือไม่ทำสัญญาจ้าง,ข่าวปลอม
4723.0, กองสลากฯ ส่งหนังสือโครงการทลายเจ้ามือหวยเถื่อนให้กับประชาชน พร้อมเปิดรับสมาชิกรับเลขล็อคจากภายใน,ข่าวปลอม
1688.0, ร่วมลงทุนหุ้นพลังงาน PTT มุ่งสร้างธุรกิจใหม่ เริ่มต้นเพียง 50 หน่วย,ข่าวปลอม
5580.0, จากพยาบาลโซนปทุมธานี แจ้งพบผู้ป่วยติดเชื้อโคโรนา(COVID-19)ชาวไทย แต่ได้รับจดหมายจากรัฐให้ปิดข่าว,ข่าวปลอม
5405.0,ดื่มน้ำอัดลม เสี่ยงเป็นมะเร็ง ข่าวปลอม สร้างความเข้าใจผิด อย่าแชร์!,ข่าวปลอม
4828.0, กรมทางหลวง ปิดบริการมอเตอร์เวย์ชั่วคราว สกัดโควิด-19,ข่าวปลอม
4580.0, แนวทางการรักษาคนไข้โควิด-19 ของกรมการแพทย์ไม่ให้ปั๊มหัวใจ เพื่อช่วยฟื้นคืนชีพ,ข่าวปลอม
6151.0, ผลิตภัณฑ์ วชิดา ช่วยรักษาโรคหัวใจ โรคเบาหวาน,ข่าวปลอม
1549.0, กรมพัฒนาธุรกิจการค้า ออกหนังสือรับรองเป็นนิติบุคคลตามกฎหมายให้ บริษัท คอนโดสเปซ จำกัด,ข่าวปลอม
5110.0, สูตรยาดองต้านโควิด-19,ข่าวปลอม
6546.0, น้ำยาหยอดตา NANODROP EYES ช่วยรักษาสายตาสั้น-ยาว ให้กลับมาเป็นปกติ,ข่าวปลอม
8751.0," ออมสินปล่อยสินเชื่อเงินกู้ฉุกเฉิน วงเงิน 5,000-1,000,000 บาท ผ่อนนาน 2 ปี ผ่านเพจธนาคร ออมสิน",ข่าวปลอม
7889.0, ปากกาในสนามเลือกตั้ง ใช้แล้วหมึกจะจางหายเอง,ข่าวปลอม
5810.0, กฟน. จัดโครงการไฟฟ้า ล้างแอร์ช่วยชาติ,ข่าวปลอม
3605.0," ธ.ก.ส. ปล่อยสินเชื่อฉุกเฉิน ธ.ก.ส. ให้ยืมสูงสุด 300,000 บาท เป็นเงินกู้ออนไลน์ถูกกฎหมาย",ข่าวปลอม
8117.0, อุจจาระผิดปกติวันละ 3-4 ครั้ง เสี่ยงสมองส่วนรับรู้เสียหาย,ข่าวปลอม
608.0, บัญชีไลน์ CP ALL online ชักชวนลงทุน มีใบรับรองจากทาง ก.ล.ต.,ข่าวปลอม
4200.0, สูตรเครื่องดื่มธัญพืชหรือน้ำอาร์ซี สามารถรักษาโรคมะเร็งได้,ข่าวปลอม
5168.0, รถเมล์สาย 110 หยุดวิ่งถาวร,ข่าวปลอม
1463.0," ออมสินปล่อยกู้สินเชื่อเพื่อคุณ ผ่านเพจออมสินเงินด่วน วงเงินสูงสุด 30,000 บาท",ข่าวปลอม
1624.0," ก.ล.ต. เปิดเพจเฟซบุ๊ก ให้ลงทุนหุ้นทองคำ เปิดพอร์ต 1,000 บาท และ 5,000 บาท",ข่าวปลอม
87.0, เมืองเชียงใหม่จะจมบาดาลใน 6 ชั่วโมง,ข่าวปลอม
6499.0, กินใบกระท่อมทอดกรอบ มีฤทธิ์ทคลายเส้น และทำให้ตื่นตัว,ข่าวปลอม
8772.0," สินเชื่อกู้ง่ายจัดให้ ปล่อยกู้ 5,000-100,000 บาท กู้ได้ทุกอาชีพ ผ่านเพจ ธนาคาร ออมสิน",ข่าวปลอม
1994.0," ออมสินปล่อยเงินกู้ฉุกเฉิน เริ่มต้น 5,000 บาท กู้ง่ายไม่ยุ่งยาก",ข่าวปลอม
774.0, เจ้าหน้าที่บรรษัทประกันสินเชื่ออุตสาหกรรมขนาดย่อม ชักชวนกู้ยืมเงิน และค้ำประกันสินเชื่อ,ข่าวปลอม
6359.0, ผลิตภัณฑ์ฟ้าทะลายโจรแคปซูลพรรณทิพย์โอสถ ที่จำหน่ายในออนไลน์เป็นผลิตภัณฑ์ที่รับอนุญาตจาก อย.,ข่าวปลอม
1649.0, จ.ระยองมีผู้ติดเชื้อ Vibrio Valnificus ที่มาจากหอยแครงและหอยแมลงภู่ 2 ราย,ข่าวปลอม
2116.0, กรมจัดหางานร่วมกับภาคเอกชน เปิดรับสมัครงาน ผ่านเพจบริษัทจัดหางานออนไลน์,ข่าวปลอม
7485.0, สูตรล้างไขมันในลำไส้ ด้วยมะละกอและใบชะพลูตากแห้ง,ข่าวปลอม
7962.0, เจ้าหน้าที่กฟภ. ติดต่อปชช. ให้รับเงินที่จ่ายค่าไฟเกิน,ข่าวปลอม
4870.0, กรมขนส่ง เรียกสอบใหม่-ยึดคืน ผู้ถือใบขับขี่ตลอดชีพ,ข่าวปลอม
4897.0, ล้างหน้าด้วยไฮเตอร์ ทำให้หน้าขาวใส,ข่าวปลอม
5758.0, ยาจีนเหลียนฮัวชิงเหวินแคปซูลรักษาโควิด-19,ข่าวปลอม
7781.0, การตากแดดจะสามารถป้องกันมะเร็งได้,ข่าวปลอม
7927.0, ออมสินปล่อยสินเชื่อส่วนบุคคล วงเงินกู้ 10 เท่าของรายได้,ข่าวปลอม
8077.0," กระทรวงการคลังเตรียมจ่ายเงินย้อนหลัง 1,200 บาท เข้าบัตรสวัสดิการแห่งรัฐ 1 ส.ค. นี้",ข่าวปลอม
8035.0," ก.ล.ต ร่วมเอกชนเปิดกองทุนหลักทรัพย์ เริ่มต้น 2,262 บาท",ข่าวปลอม
1641.0," ตลาดหลักทรัพย์ฯ ให้ลงทุน 1,000 บาท ผลตอบแทน 37% ต่อสัปดาห์",ข่าวปลอม
1386.0, ลุกจากที่นอนกระทันหัน ทำให้กระดูกกะโหลกศีรษะแตก หัวใจหยุดเต้น,ข่าวปลอม
9285.0, พายุไต้ฝุ่น เข้ามาอีก 3 ลูก น้ำท่วมกรุงเทพฯ แน่นอน,ข่าวปลอม
5476.0,อย่าหลงเชื่อ ข่าวปลอม ยาพาราเซตามอลปนเปื้อนเชื้อไวรัส,ข่าวปลอม
1928.0, ดื่มน้ำน้อยเสี่ยงสมองเสื่อม,ข่าวปลอม
5057.0, กด Cancel 2 ครั้ง ก่อนสอดบัตร ATM เพื่อป้องกันมิจฉาชีพ,ข่าวปลอม
8437.0, น้ำเกลือ Normal Saline ใช้แช่คอนแทคเลนส์ได้,ข่าวปลอม
4526.0," เพิ่มเงินบำนาญรายเดือนให้ข้าราชการรายละ 5,000 – 10,000 บาท",ข่าวปลอม
8575.0, ประกันสังคมเปิดลงทะเบียนสำหรับคนว่างงาน รับเงินชดเชยได้ 70% ของค่าจ้าง,ข่าวปลอม
6609.0, ผู้ที่เป็นริดสีดวง เสี่ยงเป็นโรคมะเร็งลำไส้ใหญ่,ข่าวปลอม
6600.0, อ.ส.ค. ประกาศรับสมัครพนักงาน และให้ผู้ที่สนใจติดต่อผ่านเฟซบุ๊กส่วนตัว,ข่าวปลอม
5146.0,ข่าวปลอม แชร์ว่อน! ห้ามเพิ่มเพื่อน Line Official “ไทยชนะ”,ข่าวปลอม
1707.0, เพจ Server Gacor โดยกรมการจัดหางานเปิดสิทธิรับสมัครคนว่างงาน อายุเยอะก็ทำได้,ข่าวปลอม
5701.0,! คลิปถ่ายทอดสด ปล้นซูเปอร์มาร์เก็ตในจังหวัดเชียงราย,ข่าวปลอม
1268.0, เพจ Money Talk ร่วมมือกับตลาดหลักทรัพย์แห่งประเทศไทย (SET) จัดกิจกรรมเรียนรู้ทักษะหุ้นฟรี,ข่าวปลอม
8700.0," สินเชื่อกรุงไทยวงเงินกู้ 100,000-2,000,000 ไม่เช็กเครดิตบูโร",ข่าวปลอม
320.0," การบินไทยรับสมัครพนักงานกดยืนยันไฟล์ทบินออนไลน์ ผลตอบแทนเฉลี่ย 15,000 บาทต่อเดือน",ข่าวปลอม
7351.0,ข่าวปลอม  อย่าแชร์! ไม่ขับถ่ายในช่วง ตี 5 – 7 โมงเช้า เป็นเวลาหลายปี เมื่ออายุเยอะจะทำให้ความจำเสื่อม ปวดเข่า และเป็นริดสีดวงทวาร,ข่าวปลอม
6284.0, ขอความร่วมมือผู้ประกอบการทั่วประเทศ งดส่งสินค้าทุกประเภทเข้าจังหวัดภูเก็ต,ข่าวปลอม
6231.0, ผลิตภัณฑ์ The Jack ลดน้ำหนัก ดักจับไขมัน ดีท็อกซ์ลำไส้,ข่าวปลอม
6183.0, เว็บไซต์ลงทะเบียนฉีดวัคซีนป้องกันโรคโควิด-19 ยี่ห้อ Pfizer,ข่าวปลอม
2194.0, ผู้บริหาร ก.ล.ต. เป็นสมาชิกทีมผู้ดูแลโทเคนดิจิทัล,ข่าวปลอม
4977.0, พอกผิวด้วยฟักทอง ช่วยบำรุงให้ผิวขาวขึ้น,ข่าวปลอม
1204.0, ชาวบ้านระบุ โครงการแลนด์บริดจ์ แค่ใบเบิกทาง เลิกกฎหมาย 19 ฉบับ เอื้อกลุ่มทุนอุตสาหกรรม,ข่าวปลอม
5584.0, ข่าวลือ! รัฐปิดข่าว พบพนักงานโรงงานติดเชื้อ COVID-19 ย่านปทุมธานี,ข่าวปลอม
4417.0, พ.ร.บ. ข้าวฉบับใหม่ ชาวนาเก็บเมล็ดพันธุ์ใช้เองมีโทษจำคุก 1 ปี และปรับ 1 แสนบาท,ข่าวปลอม
1777.0, ตลาดหลักทรัพย์ฯ จับมือร้านเพชรชื่อดังเปิดกองทุนรวมเพชรไทย ได้กำไรง่าย ปันผลทุกวัน,ข่าวปลอม
5257.0, แชร์ว่อน คลิปวิดีโอวิธีตรวจสอบแอลกอฮอล์เจล โดยการเอาไปถูกับใบเสร็จรับเงิน,ข่าวปลอม
3893.0, ตำรวจเตือน มีแก๊งค้าอวัยวะระบาดในประเทศไทย,ข่าวปลอม
8981.0, TikTok ศูนย์มาตรฐานฝีมือแรงานโฮมโปร สร้างช่างมืออาชีพตามมาตรฐานฝีมือแรงงานแห่งชาติ,ข่าวปลอม
3848.0, กรมศุลกากร โทรศัพท์แจ้งประชาชนว่ามีเอกสารตกค้างที่ยังไม่ได้รับ,ข่าวปลอม
7626.0, ใช้ปัสสาวะหยอดตา ช่วยแก้อาการปวดตาได้,ข่าวปลอม
6973.0, กสทช. โทรแจ้งประชาชนขอระงับสัญญาณเบอร์โทรศัพท์ และจะติดแบล็คลิสต์ไม่สามารถเปิดเบอร์ใหม่ได้,ข่าวปลอม
